Bug	10A	11A	12A	13A	14A	15A	16A	17A	18A	19A	1A	20A	21A	22A	23A	24A	25A	26A	27A	28A	29A	2A	30A	31A	32A	33A	34A	35A	36A	37A	38A	39A	3A	40A	41A	42A	43A	44A	45A	46A	47A	48A	49A	4A	50A	51A	52A	53A	54A	55A	5A	6A	7A	8A	9A
FCMP-10A_15.80	0.998455	0.84745	0.596291	0.063626	0.905084	0.87094	0.037522	0.47637	0.385512	0.156472	0.848174	0.833063	0.929087	0.684977	0.849772	0.910353	0.840142	0.575382	0.009386	0.934005	0.782403	0.940685	0.88721	0.730815	0.899858	0.929664	0.513351	0.910598	0.761845	0.733807	0.575408	0.910577	0.713303	0.896227	0.887286	0.53256	0.855621	0.904739	0.850432	0.579379	0.91219	0.783073	0.892847	0.595923	0.923218	0.856794	0.831208	0.779456	0.730497	0.591856	0.652954	0.922616	0.85297	0.857712	0.914025
FCMP-10A_16.86	0.998003	0.129347	0.053026	0.034874	0.040151	0.039598	0.009888	0.023532	0.01432	0.022999	0.038862	0.029589	0.034156	0.037709	0.090912	0.044984	0.032303	0.026349	0.015907	0.043199	0.02785	0.141344	0.323643	0.029194	0.054829	0.258109	0.035521	0.038169	0.130247	0.319067	0.350293	0.148288	0.515334	0.198587	0.691526	0.001021	0.066651	0.187192	0.041701	0.060303	0.441236	0.057956	0.047247	0.044151	0.053759	0.043913	0.091303	0.073181	0.03832	0.018276	0.043517	0.080461	0.030518	0.037847	0.045393
FCMP-10A_22.30	0.99899	0.834442	0.572382	0.427201	0.94043	0.894975	0.801528	0.021785	0.877371	0.935342	0.796529	0.75045	0.84924	0.813258	0.896582	0.705582	0.451194	0.75899	0.003502	0.954737	0.951689	0.943403	0.935704	0.556539	0.924491	0.795272	0.872389	0.803765	0.054945	0.912031	0.955981	0.937903	0.711911	0.857734	0.440006	0.003204	0.84122	0.61334	0.91944	0.93153	0.94185	0.839097	0.917604	0.861425	0.963308	0.955723	0.839567	0.94215	0.845922	0.903229	0.859348	0.939947	0.944538	0.680663	0.869268
FCMP-10A_30b.36	0.99999	0.272434	0.006241	0.000736	0.462787	0.295668	0.006159	0.578322	0.00319	0.702902	0.006508	0.794212	0.003741	0.007517	0.84123	0.002908	0.121238	0.001488	0.002221	0.582567	0.718843	0.004153	0.00309	0.018399	0.003839	0.00189	0.005027	0.166233	0.003915	0.22437	0.247499	0.010345	0.001938	0.004657	0.000314	6.5e-05	0.015742	0.002622	0.002485	0.001959	0.005702	0.002571	0.00689	0.008845	0.00228	0.003809	0.004422	0.468304	0.809219	0.001022	0.004094	0.395698	0.003747	0.213018	0.057698
FCMP-10A_19.64	0.999852	0.138492	0.111593	0.020008	0.129706	0.087342	0.005904	0.024182	0.003508	0.020693	0.144956	0.019094	0.033321	0.259258	0.015629	0.222241	0.350821	0.018737	0.101977	0.016184	0.009767	0.2123	0.008169	0.008254	0.053937	0.66755	0.009303	0.027495	0.574953	0.021897	0.130673	0.054788	0.159697	0.067614	0.135762	0.000149	0.236233	0.013881	0.144658	0.009913	0.142006	0.024974	0.0648	0.013487	0.196769	0.296396	0.011966	0.034905	0.345367	0.089007	0.012929	0.322903	0.110108	0.008521	0.470346
FCMP-10A_19.73	0.998233	0.645304	0.037298	0.028504	0.103468	0.111138	0.003045	0.08991	0.003998	0.011474	0.25312	0.37984	0.037676	0.260369	0.564123	0.036183	0.074005	0.339843	0.240137	0.035401	0.005188	0.578169	0.037499	0.123787	0.276907	0.011833	0.083362	0.386781	0.244633	0.164743	0.774871	0.593051	0.292518	0.441297	0.665017	0.003482	0.558498	0.596855	0.243968	0.026367	0.083239	0.491773	0.056956	0.694034	0.271825	0.034196	0.427657	0.261035	0.386855	0.505611	0.625329	0.753406	0.088351	0.129974	0.693892
FCMP-11A_18.102	0.03485	0.998891	0.700448	0.041015	0.121886	0.091028	0.022985	0.030015	0.000218	0.000606	0.362105	0.578204	0.031912	0.284829	0.282681	0.009778	0.057193	0.019917	0.382451	0.391824	0.003455	0.070613	0.083137	0.284605	0.266388	0.075349	0.076279	0.515534	0.109269	0.106395	0.059408	0.187452	0.102772	0.132294	0.053677	0.000255	0.067301	0.165953	0.025814	0.089694	0.018184	0.03882	0.300312	0.001435	0.002739	0.050244	0.008698	0.218523	0.360458	0.002372	0.080823	0.07924	0.082382	0.000192	0.156204
FCMP-11A_16.37	0.090189	0.998444	0.842846	0.001831	0.042582	0.03279	0.002909	0.014159	0.00142	0.004131	0.775517	0.586646	0.486707	0.342372	0.493891	0.082247	0.1449	0.025246	0.004207	0.007848	0.001819	0.718925	0.343268	0.350142	0.440554	0.086552	0.33735	0.091474	0.087901	0.289232	0.152862	0.146923	0.325281	0.313933	0.029687	0.000174	0.319593	0.219829	0.250717	0.260385	0.428934	0.331269	0.652888	0.154411	0.01622	0.276912	0.584406	0.474826	0.524472	0.005751	0.261585	0.008924	0.002184	0.003176	0.53601
FCMP-11A_19.6	0.00462	0.999587	0.004981	0.003297	0.003589	0.002546	0.580508	0.002483	0.001065	0.001275	0.003555	0.002862	0.002511	0.003112	0.842234	0.003611	0.004358	0.0016	0.001283	0.054117	0.001696	0.002829	0.004644	0.00165	0.003375	0.002226	0.002027	0.002657	0.001781	0.002998	0.003432	0.004247	0.003468	0.002788	0.001506	0.000172	0.001852	0.002979	0.001821	0.002418	0.002345	0.002139	0.00292	0.002633	0.00264	0.001973	0.003842	0.00405	0.328601	0.001683	0.00246	0.004971	0.002369	0.002461	0.003251
FCMP-11A_16.103	0.024266	0.999842	0.035931	0.021549	0.016522	0.015329	0.010515	0.011671	0.008564	0.001459	0.022214	0.010852	0.010582	0.020567	0.022697	0.012141	0.013766	0.008868	0.011647	0.313659	0.004083	0.023887	0.021403	0.012038	0.017831	0.040799	0.01242	0.015101	0.020383	0.02842	0.029888	0.017451	0.021237	0.020968	0.013222	5.4e-05	0.023095	0.019789	0.024399	0.02129	0.018594	0.013207	0.017285	0.016034	0.018943	0.033822	0.018148	0.016949	0.017057	0.010801	0.016821	0.027493	0.021188	0.01083	0.015088
FCMP-11A_23.118	0.002287	0.999807	0.002098	0.001413	0.00136	0.001358	0.00033	0.001219	0.001973	0.00227	0.00278	0.893694	0.002175	0.002335	0.080076	0.001674	0.003182	0.00135	0.001577	0.008909	0.007597	0.003263	0.002132	0.001646	0.001951	0.002232	0.018974	0.001739	0.001627	0.001312	0.001577	0.001517	0.001709	0.00179	0.000861	0.000396	0.001522	0.001793	0.001998	0.002664	0.001038	0.000988	0.001668	0.002082	0.001805	0.001054	0.001453	0.001359	0.0014	0.001084	0.00172	0.002297	0.001316	0.001293	0.002058
FCMP-11A_24.5	0.664678	0.999491	0.735172	0.006066	0.545275	0.586598	0.854489	0.77681	0.05875	0.003685	0.786605	0.860919	0.574244	0.009038	0.574918	0.605862	0.913958	0.715799	0.003011	0.632217	0.004399	0.647802	0.340272	0.856226	0.500216	0.058799	0.379137	0.389191	0.020511	0.623281	0.756721	0.917908	0.851077	0.792615	0.008945	0.00084	0.366491	0.76163	0.170085	0.008161	0.244296	0.005857	0.493827	0.44915	0.660177	0.230901	0.703599	0.511235	0.227458	0.242851	0.826522	0.940164	0.004322	0.003524	0.708901
FCMP-13A_15.113	0.541732	0.785513	0.014841	0.999994	0.090332	0.078207	0.923403	0.062543	0.713326	0.944507	0.126494	0.147073	0.008277	0.011431	0.057652	0.010446	0.701157	0.471195	0.679215	0.537775	0.009123	0.227382	0.046	0.562663	0.018559	0.662259	0.090995	0.008011	0.709902	0.048309	0.184592	0.549364	0.006757	0.321815	0.44831	0.000553	0.301203	0.112315	0.005002	0.009957	0.080486	0.005569	0.418807	0.005545	0.008907	0.009195	0.017622	0.007225	0.126081	0.009269	0.004827	0.635593	0.018962	0.130372	0.101514
FCMP-13A_15.25	0.009986	0.008245	0.008528	0.999976	0.005086	0.005741	0.000363	0.004804	1.3e-05	0.000168	0.009409	0.0027	0.005544	0.009495	0.005056	0.001953	0.009513	0.000415	2.4e-05	0.000571	0.000409	0.010077	0.009325	0.00783	0.005935	0.006515	0.006549	0.01032	0.002338	0.003211	0.003296	0.003653	0.011066	0.008575	0.00395	8e-06	0.007308	0.01158	4e-05	0.004436	0.002393	0.005072	0.005046	0.011751	0.000181	0.002679	0.008304	0.008548	0.008784	0.003188	0.015026	0.004125	0.00168	0.001256	0.009395
FCMP-13A_15.90	0.003136	0.007061	0.007144	1	0.003549	0.001333	0.003348	0.000705	0.00718	0.000228	0.003098	0.003145	0.000948	0.001049	0.001325	0.00144	0.001356	0.001813	0.000726	0.162799	0.005533	0.002337	0.000787	0.000547	0.001346	0.000658	0.001754	0.001439	0.001598	0.001847	0.000755	0.001037	0.000736	0.001461	0.000347	0.000367	0.000928	0.001717	0.00093	0.002387	0.000896	0.001337	0.001535	0.005017	0.001199	0.000825	0.001087	0.001519	0.001774	0.000433	0.003545	0.003502	0.001293	0.000278	0.003991
FCMP-13A_15.7	0.856824	0.819382	0.431765	0.999995	0.806663	0.797891	0.078858	0.876219	0.00229	0.679195	0.917101	0.285704	0.406674	0.627172	0.334875	0.540376	0.945608	0.881485	0.888245	0.955523	0.957511	0.676837	0.663282	0.6701	0.159958	0.97476	0.869468	0.826732	0.044292	0.250167	0.947078	0.803297	0.558551	0.913523	0.893097	0.905995	0.8197	0.200859	0.630934	0.199096	0.530469	0.466895	0.568107	0.238634	0.71127	0.906815	0.46929	0.317841	0.589632	0.754195	0.918457	0.941007	0.961634	0.929364	0.949064
FCMP-13A_15.52	0.298321	0.457866	0.332982	0.999998	0.408891	0.360019	0.012811	0.071571	0.701681	0.006768	0.697917	0.243201	0.365906	0.472055	0.201164	0.169619	0.0532	0.787903	0.011399	0.469158	0.049522	0.347391	0.424402	0.093426	0.550281	0.736816	0.071355	0.180732	0.407936	0.15937	0.200851	0.210797	0.219366	0.132442	0.019553	0.001773	0.638093	0.30584	0.482734	0.378686	0.086853	0.340665	0.401202	0.025084	0.491052	0.30399	0.275645	0.201673	0.196974	0.617017	0.015902	0.398711	0.477792	0.012634	0.848464
FCMP-13A_15b.41	0.006735	0.823341	0.525945	1	0.007623	0.000435	0.012638	7.6e-05	0.000406	0.000919	0.003727	0.757835	0.00015	0.000137	0.001215	0.000247	0.026281	0.000376	0.231119	0.007126	0.000286	0.004676	0.000344	3.1e-05	8.3e-05	4.1e-05	8.4e-05	4e-05	0.523396	0.004639	0.173237	6.4e-05	8e-05	0.000486	0.004476	0.030665	8e-05	0.000407	6.9e-05	7e-05	6.2e-05	7e-05	0.000136	0.00709	0.000424	5.9e-05	9.8e-05	8.8e-05	0.000125	4.3e-05	0.006984	0.007253	0.000112	2.4e-05	0.007667
FCMP-13A_15.14	0.484157	0.215261	0.204594	0.999284	0.394664	0.375313	0.169459	0.488508	0.012508	0.014894	0.298775	0.111292	0.03094	0.163662	0.39252	0.013646	0.052607	0.097429	0.029968	0.058037	0.038044	0.162749	0.432745	0.646005	0.499634	0.132034	0.856603	0.806623	0.068131	0.348313	0.066728	0.673014	0.135934	0.259564	0.27267	0.000294	0.149575	0.079852	0.013577	0.302735	0.343306	0.751761	0.081569	0.110906	0.021019	0.554056	0.358636	0.043979	0.313515	0.398194	0.079098	0.114289	0.381979	0.030978	0.421581
FCMP-13A_16.34	0.001294	0.00194	0.001525	0.999344	0.001644	0.001731	0.000247	0.55468	0.071469	0.644061	0.001243	0.000645	0.000308	0.001638	0.00128	0.000572	0.075843	0.049553	0.874206	0.000711	0.009499	0.000866	0.00069	0.000829	0.000529	0.001409	0.001176	0.000748	0.000388	0.000604	0.001319	0.000997	0.000236	0.286005	0.897119	0.002273	0.000888	0.001003	0.000773	0.000977	0.000758	0.000448	0.04286	0.018159	0.036496	0.001517	0.755469	0.000378	0.121412	0.542651	0.000747	0.00146	0.001026	0.001874	0.093655
FCMP-13A_16.61	0.334384	0.114678	0.262	0.999386	0.129756	0.113402	0.068399	0.469918	0.410885	0.817687	0.406959	0.194364	0.047483	0.261155	0.115615	0.10831	0.641378	0.789368	0.831636	0.764272	0.64735	0.084747	0.082653	0.56966	0.337764	0.557858	0.724068	0.119122	0.063825	0.287123	0.415015	0.756025	0.15359	0.14278	0.309499	0.005327	0.095673	0.05739	0.023609	0.529569	0.445688	0.096531	0.525219	0.06684	0.011381	0.088463	0.068435	0.108164	0.102293	0.667868	0.056536	0.088983	0.274282	0.775505	0.321856
FCMP-13A_18.79	0.024866	0.037365	0.033694	0.999996	0.030564	0.025677	0.033645	0.061182	0.027936	0.037453	0.028141	0.033418	0.029665	0.028318	0.037883	0.033996	0.032026	0.036236	0.047227	0.053956	0.036436	0.025712	0.043849	0.022608	0.028055	0.044083	0.037289	0.033737	0.058375	0.033131	0.026481	0.030366	0.255247	0.036244	0.170499	0.002593	0.031622	0.029481	0.026668	0.029198	0.02968	0.035951	0.052747	0.09038	0.025012	0.029499	0.036946	0.033685	0.033114	0.148876	0.251229	0.031587	0.035093	0.035322	0.119722
FCMP-13A_16b.47	0.00664	0.017698	0.01366	0.999653	0.007373	0.005511	0.00954	0.008849	0.007291	0.013704	0.006748	0.008966	0.005264	0.008796	0.007397	0.007446	0.027432	0.007828	0.045412	0.086192	0.01494	0.008725	0.007102	0.01119	0.007114	0.018475	0.029806	0.005126	0.011353	0.008816	0.017133	0.011695	0.010924	0.012442	0.009705	0.000925	0.008508	0.007951	0.00865	0.005259	0.00745	0.00705	0.011143	0.008322	0.007618	0.005933	0.006039	0.006401	0.007623	0.00916	0.012691	0.025295	0.030201	0.011162	0.007651
FCMP-13A_30b.31	0.002621	0.827856	0.161115	0.999975	0.01854	0.00145	0.082899	0.000855	0.000562	0.537156	0.002092	0.788434	0.371096	0.021513	0.004023	0.001286	0.749843	0.007666	0.005009	0.025278	0.003593	0.001601	0.001087	0.001052	0.001374	0.002294	0.047641	0.001952	0.002843	0.004588	0.022902	0.007223	0.002309	0.004522	0.015042	0.570264	0.012369	0.786742	0.00043	0.001126	0.001013	0.00146	0.006245	0.001106	0.002625	0.001273	0.002604	0.001206	0.053912	0.000879	0.007743	0.041532	0.002307	0.000548	0.001704
FCMP-13A_25.103	0.491315	0.704283	0.781434	0.999999	0.775682	0.777038	0.199297	0.731088	0.549638	0.041682	0.720785	0.215526	0.300615	0.637787	0.578	0.762886	0.700463	0.04521	0.023947	0.335976	0.62002	0.308641	0.394533	0.606496	0.599535	0.263178	0.745316	0.730256	0.71181	0.711254	0.351819	0.625295	0.803229	0.626559	0.641689	0.003888	0.67846	0.665472	0.365718	0.091442	0.058414	0.690771	0.489861	0.673	0.111458	0.756659	0.620188	0.287491	0.62402	0.029141	0.074059	0.611505	0.337981	0.036403	0.687765
FCMP-13A_15.86	0.070231	0.076281	0.248419	1	0.007822	0.007543	0.000326	0.006078	2e-06	0.00052	0.026596	0.00764	0.091605	0.018944	0.054474	0.666219	0.003762	0.000102	4.4e-05	0.001036	0.000786	0.078092	0.791405	0.836404	0.053882	0.007441	0.021251	0.009362	0.010169	0.010544	0.025389	0.183305	0.175094	0.817699	0.008587	8.7e-05	0.011477	0.063987	0.000366	0.174466	0.003791	0.016291	0.158284	0.818579	0.00313	0.031575	0.114122	0.460982	0.53992	0.002467	0.079789	0.016816	0.688846	0.130548	0.201495
FCMP-13A_20.46	0.000994	0.005261	0.009812	0.999966	0.001492	0.00106	0.002484	0.002142	0.000701	0.005971	0.002094	0.005854	0.002437	0.002169	0.001659	0.000884	0.003165	0.004868	0.004454	0.002589	0.015242	0.001281	0.002558	0.000912	0.001802	0.001838	0.00289	0.001348	0.003766	0.00174	0.001663	0.001784	0.000965	0.001842	0.001017	0.000616	0.000869	0.003571	0.00109	0.001961	0.001672	0.001843	0.001705	0.002158	0.000898	0.002103	0.001794	0.003111	0.002731	0.003028	0.002228	0.003939	0.010961	0.002837	0.001213
FCMP-13A_23.63	0.041668	0.329604	0.236215	0.998739	0.021477	0.014254	0.011065	0.028472	0.041283	0.036969	0.062115	0.324325	0.066225	0.045964	0.045747	0.109419	0.09021	0.100569	0.115767	0.11102	0.018082	0.075893	0.054368	0.028657	0.048516	0.089765	0.07134	0.024633	0.03998	0.062339	0.064551	0.063951	0.068322	0.083969	0.070079	0.011298	0.040406	0.164464	0.048276	0.035869	0.036246	0.045405	0.053697	0.087817	0.038221	0.043639	0.029926	0.040145	0.048158	0.029972	0.104955	0.285665	0.494507	0.035702	0.045695
FCMP-13A_18b.20	0.016647	0.031621	0.047956	1	0.01966	0.003267	0.01826	0.003958	0.00169	0.006041	0.017198	0.007358	0.006682	0.007828	0.005262	0.004177	0.013038	0.003036	0.081325	0.00805	0.010346	0.015239	0.006576	0.00241	0.005065	0.006189	0.005428	0.002429	0.006294	0.003345	0.002885	0.004412	0.002667	0.003475	0.002815	0.000339	0.001307	0.004576	0.005513	0.004863	0.002734	0.004173	0.003339	0.021262	0.005871	0.004661	0.005273	0.00644	0.006593	0.005825	0.024635	0.018231	0.004252	0.002127	0.019837
FCMP-13A_21b.12	0.009444	0.456665	0.179047	1	0.013258	0.009637	0.011134	0.014468	0.00538	0.053373	0.01116	0.259841	0.042627	0.016131	0.025458	0.005977	0.065999	0.039764	0.214243	0.040446	0.020697	0.010123	0.014992	0.006277	0.012597	0.016534	0.013191	0.012163	0.023767	0.014215	0.014329	0.010781	0.00667	0.009163	0.014607	0.00315	0.005662	0.061644	0.013123	0.016212	0.010839	0.014742	0.009895	0.010896	0.011277	0.017589	0.014876	0.015542	0.018107	0.010942	0.014299	0.024157	0.088327	0.006935	0.005829
FCMP-13A_24.43	0.361004	0.328927	0.251111	0.995775	0.277343	0.263911	0.006971	0.033439	0.316342	0.047574	0.442985	0.15276	0.249826	0.364251	0.131857	0.515127	0.288473	0.453555	0.394768	0.400476	0.359131	0.355967	0.406667	0.149013	0.266801	0.479753	0.160374	0.364323	0.427751	0.112415	0.308541	0.195527	0.209245	0.145135	0.170707	0.001	0.610039	0.321286	0.257857	0.116162	0.123847	0.153809	0.127226	0.437601	0.290522	0.233631	0.108267	0.060045	0.233004	0.39062	0.250639	0.342821	0.375551	0.171449	0.550456
FCMP-13A_16.97	0.711893	0.97544	0.87773	0.999957	0.841406	0.842167	0.668725	0.043689	0.012065	0.742276	0.784322	0.81057	0.404196	0.238158	0.77189	0.014756	0.692149	0.601267	0.018581	0.815171	0.674803	0.27082	0.790689	0.748503	0.652305	0.815578	0.483589	0.258706	0.073192	0.726554	0.5177	0.80337	0.42775	0.791811	0.730728	0.006424	0.791966	0.301328	0.7601	0.549843	0.286404	0.71285	0.887432	0.543195	0.095226	0.228567	0.078729	0.015501	0.013709	0.654069	0.345212	0.830278	0.882348	0.793359	0.822674
FCMP-13A_27b.29	0.410856	0.445689	0.338883	0.998932	0.056032	0.050614	0.025187	0.062581	0.012113	0.007381	0.244133	0.041228	0.0579	0.082379	0.186727	0.019493	0.036506	0.028983	0.012705	0.028711	0.026482	0.094839	0.140269	0.039627	0.049818	0.645814	0.413424	0.221714	0.052947	0.278954	0.226485	0.129124	0.233534	0.547124	0.03472	0.00045	0.612587	0.055402	0.326318	0.038995	0.040321	0.039574	0.583183	0.040036	0.047923	0.056388	0.046229	0.052092	0.067051	0.028994	0.04802	0.339529	0.252451	0.036244	0.302031
FCMP-13A_27.83	0.109965	0.640223	0.210087	0.998278	0.152941	0.145888	0.080316	0.607978	0.000354	0.069045	0.150869	0.657337	0.178282	0.258975	0.565897	0.06358	0.470206	0.090427	0.129184	0.446274	0.469533	0.071669	0.078598	0.320783	0.24993	0.344745	0.560338	0.100417	0.00713	0.209738	0.641878	0.360002	0.084532	0.299613	0.634805	0.002012	0.105272	0.136909	0.070251	0.132631	0.23479	0.179957	0.314671	0.410435	0.079701	0.16799	0.521585	0.375123	0.35895	0.108129	0.053052	0.179083	0.066142	0.124698	0.166186
FCMP-13A_30b.15	0.045322	0.074368	0.053807	0.999949	0.045699	0.033278	0.070254	0.129645	0.062556	0.089933	0.032757	0.086232	0.052002	0.053287	0.050356	0.040776	0.06165	0.055205	0.098064	0.283001	0.065403	0.03607	0.063093	0.040308	0.044556	0.079035	0.090466	0.051123	0.067878	0.073801	0.048029	0.042491	0.027459	0.028556	0.057172	0.001601	0.023281	0.042629	0.043411	0.055073	0.051639	0.049685	0.04444	0.093149	0.04826	0.062011	0.109602	0.058101	0.073604	0.103444	0.07202	0.048986	0.053633	0.056301	0.042165
FCMP-13A_17b.84	0.740348	0.432809	0.601287	1	0.705976	0.726063	0.002216	0.014416	0.682875	0.007617	0.507667	0.462442	0.627504	0.426928	0.104356	0.131252	0.629162	0.311144	0.012068	0.688179	0.005756	0.326184	0.669558	0.669465	0.354221	0.611608	0.294122	0.537859	0.008008	0.728828	0.624951	0.67789	0.519598	0.720048	0.660505	0.001722	0.182624	0.25356	0.038981	0.522366	0.164544	0.488639	0.148646	0.678348	0.041124	0.326094	0.018825	0.031023	0.573995	0.544673	0.27338	0.464709	0.597348	0.420284	0.78719
FCMP-13A_25.89	0.209856	0.685814	0.919544	0.999996	0.449067	0.349225	0.154979	0.065436	0.001479	0.764369	0.274351	0.869023	0.725691	0.760645	0.069679	0.742338	0.888629	0.054695	0.793598	0.465667	0.240237	0.409969	0.592404	0.471421	0.520635	0.866035	0.836435	0.374994	0.064452	0.631218	0.263691	0.427586	0.667706	0.561742	0.391523	0.001345	0.594616	0.288343	0.567637	0.733173	0.045895	0.787526	0.439866	0.668772	0.795177	0.301968	0.291133	0.043038	0.49327	0.037403	0.776656	0.862344	0.918254	0.098963	0.29352
FCMP-13A_15.11	0.363985	0.687286	0.876625	0.998913	0.502203	0.421981	0.384172	0.703157	0.000207	0.289858	0.843611	0.852034	0.702965	0.880082	0.52356	0.229286	0.696798	0.754153	0.188936	0.20785	0.448828	0.64735	0.751003	0.801177	0.90417	0.714439	0.791074	0.501812	0.501878	0.727304	0.561665	0.872747	0.553791	0.816118	0.647521	0.001608	0.269377	0.570256	0.420121	0.766401	0.801687	0.841263	0.885959	0.238073	0.802029	0.309109	0.800935	0.559378	0.521648	0.381232	0.531284	0.391159	0.566175	0.525458	0.596751
FCMP-13A_16.22	0.565052	0.621531	0.763275	0.999988	0.768203	0.62376	0.587588	0.565039	0.002253	0.761379	0.674028	0.645144	0.613866	0.776389	0.503158	0.273058	0.332949	0.426599	0.504143	0.396851	0.622632	0.370876	0.690801	0.544448	0.82038	0.6074	0.587768	0.417888	0.072934	0.626838	0.592345	0.746957	0.585093	0.756852	0.420919	0.001286	0.437697	0.768711	0.726851	0.787859	0.673654	0.75572	0.818144	0.172522	0.16462	0.555641	0.756639	0.633926	0.614796	0.669374	0.037016	0.39618	0.721045	0.216963	0.446391
FCMP-12A_16.79	0.460176	0.574746	0.999697	0.294945	0.2074	0.23802	0.464655	0.575194	0.027397	0.003691	0.068054	0.393046	0.024268	0.021144	0.657944	0.005831	0.020027	0.820085	0.64737	0.091364	0.842416	0.574017	0.000589	0.000323	0.143979	0.541103	0.099591	0.098542	0.353762	0.677274	0.683739	0.336214	0.806705	0.67049	0.032139	0	0.007517	0.260757	0.882496	0.372094	0.25262	0.2945	0.08754	0.004134	0.003359	0.050698	0.350041	0.007699	0.005047	0.78282	0.564249	0.220465	0.041694	0.01569	0.30979
FCMP-12A_30.22	0.763232	0.809968	0.999478	0.043385	0.508265	0.566617	0.234817	0.475509	0.730298	0.005444	0.810844	0.711879	0.739649	0.671939	0.773326	0.760452	0.779535	0.606069	0.03201	0.639977	0.007477	0.822537	0.809936	0.634643	0.814819	0.703073	0.735929	0.732155	0.789851	0.364704	0.752536	0.727371	0.861679	0.742856	0.11754	0.004072	0.678853	0.823044	0.869261	0.723896	0.494647	0.672356	0.751422	0.77162	0.804624	0.586222	0.683339	0.634135	0.721111	0.626164	0.72136	0.764711	0.758426	0.029653	0.645206
FCMP-12A_25.42	0.033465	0.682932	0.999178	0.013346	0.103988	0.062182	0.656375	0.010573	0.013981	0.008749	0.837986	0.082646	0.965864	0.947228	0.960533	0.156924	0.851994	0.02367	0.011214	0.679834	0.012441	0.870499	0.028254	0.743111	0.527147	0.092953	0.021868	0.024344	0.427112	0.00475	0.005482	0.006478	0.42106	0.039005	0.399348	0.000427	0.623655	0.6759	0.325196	0.047661	0.00705	0.520388	0.309342	0.90803	0.369723	0.965643	0.891266	0.971918	0.970865	0.018659	0.915368	0.859924	0.87421	0.058389	0.037949
FCMP-12A_18.46	0.332976	0.803644	0.999584	0.031532	0.155128	0.153312	0.021263	0.021914	0.002929	0.004619	0.263813	0.840728	0.096805	0.155462	0.200053	0.335113	0.018213	0.021053	0.006387	0.081413	0.009358	0.417171	0.748455	0.037926	0.570099	0.51971	0.342317	0.657515	0.121279	0.207554	0.744026	0.051295	0.427451	0.12319	0.254908	0.00069	0.025151	0.361215	0.807192	0.141459	0.255934	0.34456	0.451979	0.00919	0.368557	0.056174	0.197999	0.054872	0.112331	0.318164	0.058961	0.241814	0.021245	0.008974	0.266336
FCMP-12A_27.49	0.938208	0.895738	0.999573	0.002242	0.394516	0.375579	0.20969	0.009784	0.005783	0.001464	0.897855	0.880479	0.513104	0.827144	0.91688	0.86696	0.227237	0.02425	0.003881	0.116156	0.000955	0.898364	0.770969	0.613496	0.897631	0.558877	0.063968	0.946314	0.770461	0.897215	0.775094	0.90952	0.87488	0.932637	0.007929	0.002602	0.934515	0.935697	0.686175	0.673927	0.26419	0.808526	0.960033	0.03133	0.742726	0.825911	0.379143	0.880685	0.872705	0.015567	0.038639	0.109586	0.061958	0.034334	0.883439
FCMP-12A_27b.21	0.557687	0.512142	0.998138	0.299064	0.312815	0.277469	0.050964	0.013312	0.017347	0.113428	0.121678	0.869565	0.032118	0.72243	0.462848	0.106642	0.145923	0.00669	0.017567	0.5537	0.005021	0.189163	0.745837	0.080013	0.136046	0.106575	0.129451	0.35284	0.655735	0.634233	0.146223	0.081667	0.085084	0.132194	0.112858	0.000336	0.11614	0.347195	0.020873	0.10781	0.115275	0.440005	0.55332	0.069032	0.008248	0.201556	0.389372	0.477622	0.045015	0.00094	0.687031	0.034793	0.279203	0.027975	0.074157
FCMP-12A_27b.35	0.702241	0.72125	0.99115	0.244383	0.738259	0.714718	0.062243	0.061608	0.003786	0.063076	0.402195	0.589002	0.649134	0.559191	0.649356	0.426999	0.345699	0.239835	0.046853	0.643101	0.129231	0.706035	0.717877	0.414593	0.722052	0.589844	0.2614	0.646681	0.733751	0.515108	0.668683	0.423713	0.663309	0.480757	0.208475	0.016692	0.726107	0.591328	0.674667	0.498313	0.5303	0.589423	0.655229	0.129993	0.729576	0.342683	0.229223	0.469795	0.459819	0.620433	0.27221	0.709027	0.646808	0.500036	0.684835
FCMP-15A_27.79	0.701674	0.79491	0.78079	0.102183	0.999319	0.999997	0.680324	0.059295	0.226114	0.121383	0.748508	0.449602	0.542441	0.67418	0.637547	0.528526	0.199662	0.693146	0.072624	0.21725	0.16969	0.745719	0.72284	0.754906	0.739226	0.412781	0.648872	0.726104	0.588283	0.973388	0.497686	0.90144	0.708472	0.754906	0.536731	0.002573	0.675599	0.558944	0.685764	0.376156	0.649609	0.555142	0.481679	0.239884	0.225472	0.451485	0.8026	0.430648	0.430797	0.18204	0.696509	0.59199	0.689941	0.099285	0.754131
FCMP-15A_30.13	0.011305	0.086517	0.003054	0.451936	0.999497	0.999998	0.090009	0.037686	0.000258	0.437442	0.002324	0.006225	0.000468	0.001139	0.059087	0.00053	0.004713	0.000317	0.000348	0.074613	0.040489	0.002981	0.000341	5e-04	0.055453	0.014691	0.000703	0.00026	0.000424	0.040763	0.127391	0.070889	0.000291	0.096993	0.554434	0.000826	0.029653	0.000427	0.000403	0.077381	0.229936	0.053109	0.097333	0.002505	0.014006	0.097373	0.004134	0.000839	0.001861	0.000452	0.001395	0.408007	0.000186	9.2e-05	0.003607
