Bug	10A	11A	12A	13A	14A	15A	16A	17A	18A	19A	1A	20A	21A	22A	23A	24A	25A	26A	27A	28A	29A	2A	30A	31A	32A	33A	34A	35A	36A	37A	38A	39A	3A	40A	41A	42A	43A	44A	45A	46A	47A	48A	49A	4A	50A	51A	52A	53A	54A	55A	5A	6A	7A	8A	9A
FCMP-7A_19.28	0.78519	0.52519	0.686937	0.368595	0.817818	0.771094	0.549944	0.025337	0.313292	0.010604	0.487024	0.400231	0.378295	0.400899	0.286138	0.049243	0.047233	0.238041	0.50961	0.411338	0.003744	0.580103	0.654548	0.391568	0.601939	0.163212	0.468306	0.269017	0.758548	0.740188	0.753522	0.604709	0.642358	0.706638	0.092288	0.001083	0.784298	0.652795	0.634332	0.26422	0.369725	0.670017	0.706924	0.446153	0.596792	0.429413	0.512346	0.159056	0.116329	0.012011	0.491331	0.638734	0.99999	0.687246	0.427398
FCMP-7A_19.93	0.177911	0.227204	0.221291	0.216268	0.011781	0.008177	0.085574	0.145502	0.008561	0.029344	0.054961	0.331789	0.14228	0.051777	0.055798	0.141093	0.13157	0.100007	0.04708	0.300933	0.065298	0.042761	0.150735	0.024784	0.064221	0.43092	0.156178	0.009783	0.020013	0.082536	0.070079	0.014862	0.128604	0.061385	0.052483	0.002741	0.021938	0.043326	0.019414	0.011038	0.040648	0.01212	0.161713	0.016295	0.01033	0.02691	0.014019	0.02054	0.030287	0.022999	0.294026	0.347454	0.999931	0.265042	0.032375
FCMP-7A_19.16	0.953227	0.834216	0.914667	0.130157	0.1889	0.165904	0.052163	0.441202	0.938083	0.249078	0.811433	0.67167	0.840305	0.421509	0.8833	0.781761	0.917684	0.097156	0.002938	0.67422	0.147694	0.810543	0.851168	0.139894	0.914533	0.503455	0.749974	0.506361	0.724308	0.600013	0.850366	0.660086	0.696206	0.610899	0.121506	0.004406	0.901105	0.937018	0.382801	0.3505	0.03657	0.513778	0.746898	0.514931	0.836357	0.273681	0.586249	0.573288	0.533888	0.138246	0.764163	0.807415	0.999837	0.822818	0.40898
FCMP-7A_30.94	0.887831	0.853036	0.81632	0.712966	0.907483	0.738368	0.660802	0.774021	0.708672	0.474857	0.954965	0.944421	0.843401	0.957095	0.843153	0.88245	0.957114	0.85338	0.455006	0.91377	0.807196	0.926986	0.761833	0.749799	0.914144	0.363854	0.109659	0.878667	0.808153	0.873836	0.835349	0.889701	0.925743	0.70634	0.648501	0.289974	0.941618	0.932493	0.772647	0.810447	0.757377	0.824727	0.9055	0.934335	0.746981	0.929075	0.913624	0.936115	0.95266	0.958562	0.947931	0.899565	0.999468	0.481515	0.818479
FCMP-7A_15.60	0.753512	0.94723	0.858778	0.084623	0.167626	0.099563	0.613763	0.004899	0.023522	0.106559	0.697719	0.382893	0.855899	0.07958	0.399698	0.409463	0.86817	0.781163	0.00517	0.841403	0.003964	0.709384	0.930744	0.333303	0.358717	0.795468	0.414621	0.696158	0.857595	0.518309	0.863655	0.80698	0.302857	0.521677	0.626417	0.001163	0.40402	0.738815	0.620202	0.266204	0.225713	0.394767	0.449917	0.419278	0.752229	0.160947	0.027569	0.251265	0.263233	0.706908	0.1251	0.58148	0.999752	0.945567	0.75436
FCMP-7A_30.75	0.71409	0.755414	0.604809	0.114022	0.740735	0.690885	0.092491	0.120946	0.12051	0.57424	0.699129	0.663737	0.640641	0.24366	0.515925	0.370574	0.760291	0.677479	0.116846	0.627755	0.587677	0.631131	0.7787	0.241036	0.752861	0.246453	0.066212	0.737302	0.862388	0.755785	0.873043	0.708361	0.696459	0.754635	0.611302	0.023807	0.687382	0.704472	0.562107	0.554457	0.21971	0.525616	0.716794	0.543667	0.582719	0.715949	0.761278	0.421443	0.537232	0.629144	0.469303	0.814775	0.998079	0.826136	0.763281
FCMP-7A_18.16	0.635435	0.784422	0.878432	0.022454	0.394859	0.366339	0.008061	0.012497	0.01193	0.013989	0.077911	0.278083	0.739784	0.294776	0.342913	0.059618	0.595283	0.038589	0.009576	0.192432	0.012409	0.672947	0.75074	0.118272	0.698611	0.120653	0.04826	0.382317	0.833889	0.060402	0.037901	0.160093	0.293938	0.064182	0.025401	0.00051	0.489811	0.815203	0.576794	0.31994	0.203317	0.57715	0.361869	0.090998	0.428899	0.263063	0.049999	0.107797	0.103942	0.022801	0.075736	0.103795	0.999831	0.092402	0.116086
FCMP-7A_30.85	0.144558	0.192828	0.168519	0.122544	0.005372	0.005906	0.002275	0.211201	0.002965	0.002132	0.102508	0.025407	0.018905	0.008115	0.061421	0.06267	0.015329	0.006646	0.002412	0.049798	0.000767	0.227258	0.123439	0.500628	0.030497	0.008251	0.016666	0.091518	0.413132	0.225	0.021946	0.01196	0.476878	0.080781	0.026242	0.000121	0.06389	0.422329	0.04011	0.143214	0.015089	0.011404	0.094264	0.176764	0.010424	0.145196	0.0419	0.091112	0.093267	0.003119	0.013067	0.095004	0.999973	0.007041	0.1246
FCMP-7A_20.38	0.278507	0.277139	0.192801	0.266775	0.345598	0.263969	0.012381	0.432594	0.003671	0.049755	0.247476	0.311052	0.148025	0.224063	0.251676	0.448176	0.337129	0.39528	0.00309	0.499528	0.005433	0.26452	0.285363	0.103713	0.420726	0.490365	0.135711	0.252815	0.063833	0.363758	0.478681	0.353448	0.128135	0.373661	0.152101	0.00073	0.239339	0.205546	0.143208	0.122221	0.201429	0.402357	0.380171	0.384581	0.160764	0.199533	0.216759	0.163889	0.237874	0.023921	0.04073	0.290383	0.999316	0.669354	0.54594
FCMP-7A_21b.42	0.343797	0.742038	0.268867	0.002738	0.734156	0.698961	0.000212	0.002111	0.000396	0.000209	0.502881	0.815683	0.805396	0.225057	0.222489	0.651045	0.004128	0.066233	0.000902	0.1569	0.000285	0.814191	0.616551	0.036937	0.498465	0.077294	0.38584	0.674605	0.002383	0.391749	0.395916	0.092874	0.763041	0.245729	0.065387	0.000532	0.886367	0.067342	0.771379	0.00326	0.201836	0.033355	0.430804	0.020012	0.453676	0.049377	0.223619	0.053586	0.283182	0.404355	0.171096	0.562487	0.999956	0.334873	0.015436
FCMP-7A_30.58	0.012194	0.003738	0.004944	0.004528	0.006327	0.003815	0.00111	0.00407	0.003316	0.022514	0.008818	0.002005	0.007884	0.003539	0.005456	0.00651	0.005358	0.005289	0.006256	0.007277	0.017186	0.011674	0.009083	0.002718	0.005877	0.004574	0.005804	0.005663	0.003509	0.004609	0.007645	0.00567	0.00676	0.005943	0.008328	5.3e-05	0.009491	0.012059	0.003865	0.003246	0.004001	0.006378	0.008789	0.009759	0.004942	0.008308	0.008468	0.007338	0.007847	0.006301	0.01233	0.022622	0.999909	0.019705	0.006584
FCMP-7A_24b.69	0.080099	0.092706	0.018736	0.028072	0.05583	0.058481	0.047573	0.024057	0.09132	0.053994	0.052632	0.073875	0.230009	0.007078	0.056012	0.05041	0.140785	0.034621	0.045399	0.02432	0.043683	0.134038	0.239883	0.050461	0.032199	0.050684	0.133864	0.2065	0.232215	0.103934	0.049065	0.049697	0.212038	0.086323	0.043938	0.000142	0.044451	0.071293	0.05979	0.130979	0.01798	0.049468	0.111058	0.039685	0.17722	0.007173	0.02939	0.041738	0.044679	0.082407	0.074917	0.126973	0.999846	0.009547	0.053723
FCMP-6A_21b.92	0.59044	0.21831	0.003972	0.004391	0.345976	0.269887	0.662915	0.003272	0.092903	0.005041	0.008059	0.456915	0.008984	0.009085	0.099418	0.007495	0.100088	0.009491	0.002214	0.008739	0.002437	0.037242	0.004257	0.003546	0.010807	0.0044	0.004058	0.503995	0.004499	0.184502	0.107023	0.080414	0.249702	0.11815	0.752571	0.000663	0.012342	0.006123	0.003818	0.002995	0.004436	0.004198	0.019935	0.206876	0.017101	0.003061	0.014391	0.004812	0.007126	0.00399	0.156508	0.999952	0.235536	0.007812	0.402859
FCMP-6A_16.100	0.320728	0.13222	0.168869	0.093629	0.581272	0.587075	0.135006	0.053396	0.000156	6e-04	0.01975	0.02454	0.098412	0.46727	0.342228	0.834589	0.031632	0.01212	0.337472	0.0508	0.001012	0.60093	0.42477	0.01806	0.067308	0.029091	0.006311	0.008552	0.033921	0.426873	0.102223	0.047917	0.187437	0.337064	0.008944	0.000311	0.226359	0.1632	0.035449	0.002713	0.009077	0.129269	0.012552	0.016386	0.054054	0.390975	0.007614	0.033738	0.207757	0.105788	0.010581	0.998426	0.899906	0.035699	0.017951
FCMP-6A_16.60	0.474577	0.600322	0.847074	0.015691	0.153546	0.138781	0.050395	0.012753	0.017914	0.006532	0.022604	0.086222	0.618734	0.024313	0.112913	0.325686	0.159362	0.272997	0.012168	0.906417	0.015845	0.513122	0.811598	0.153239	0.891185	0.029187	0.768998	0.568665	0.905466	0.896495	0.521748	0.813102	0.585183	0.609077	0.869296	0.001979	0.692797	0.427572	0.681884	0.363122	0.763012	0.844646	0.87908	0.471417	0.366046	0.296995	0.559242	0.01544	0.020763	0.443511	0.015616	0.99761	0.609388	0.020365	0.760718
FCMP-6A_21.42	0.104231	0.4755	0.676733	0.493125	0.695146	0.702987	0.23819	0.023072	0.002786	0.003087	0.103233	0.054411	0.404058	0.121766	0.910603	0.688659	0.407947	0.037125	0.003684	0.01004	0.003398	0.463771	0.314676	0.123601	0.581834	0.052146	0.196843	0.123907	0.058364	0.065326	0.05141	0.08664	0.849991	0.158945	0.059142	0.000468	0.089846	0.125089	0.16936	0.335212	0.18743	0.050434	0.075002	0.163222	0.252799	0.807288	0.652401	0.80365	0.758608	0.0114	0.785778	0.999509	0.835919	0.00457	0.558383
FCMP-6A_19.20	0.80557	0.838462	0.670356	0.023552	0.799693	0.789447	0.041513	0.071419	0.073703	0.052651	0.873869	0.709061	0.796256	0.588928	0.447581	0.716239	0.656541	0.769853	0.005531	0.362237	0.033482	0.885511	0.624776	0.831921	0.752925	0.804085	0.794358	0.733452	0.58344	0.847904	0.708317	0.830708	0.848869	0.836715	0.709155	0.008435	0.711172	0.746519	0.830596	0.534373	0.779828	0.848386	0.819302	0.423598	0.786204	0.562972	0.730494	0.54963	0.510771	0.385935	0.604414	0.999852	0.596594	0.650285	0.750961
FCMP.c-16.5395	0.024331	0.800877	0.18631	0.036522	0.019507	0.014378	0.004713	0.011953	0.000402	0.0021	0.038449	0.717778	0.009274	0.037983	0.026646	0.003599	0.006636	0.12629	0.011107	0.058688	0.007551	0.035723	0.039099	0.150689	0.112754	0.019161	0.058701	0.056647	0.019152	0.05083	0.040093	0.057076	0.129853	0.035891	0.026291	7.4e-05	0.012952	0.07686	0.013311	0.020004	0.015439	0.059386	0.071863	0.004611	0.011577	0.018623	0.030835	0.070067	0.03394	0.009055	0.014845	0.020288	0.009888	0.005673	0.04192
FCMP.c-18.8543	0.361059	0.577724	0.823109	0.003555	0.00869	0.010434	0.001029	0.003203	0.006608	0.001958	0.416654	0.004657	0.106212	0.007786	0.15379	0.008608	0.007232	0.006738	0.002456	0.008993	0.003372	0.280519	0.01014	0.006021	0.04902	0.007361	0.004132	0.009144	0.134127	0.162054	0.033873	0.026977	0.868263	0.277361	0.008008	0.000286	0.039031	0.179024	0.00659	0.004425	0.018461	0.009825	0.125685	0.007063	0.006578	0.245268	0.00448	0.007622	0.077193	0.004802	0.258486	0.885044	0.008702	0.006111	0.44699
FCMP.c-21.7803	0.0957	0.182401	0.123889	0.015572	0.229597	0.251154	0.000117	0.001731	0.002078	6.3e-05	0.266216	0.018241	0.226875	0.3639	0.153155	0.030287	0.002923	0.006339	0.002655	0.000752	0.00019	0.397393	0.545641	0.245572	0.578299	0.148167	0.094009	0.100961	0.030783	0.282715	0.120289	0.150007	0.44608	0.19823	0.135109	1.1e-05	0.058705	0.068457	0.004802	0.054501	0.261771	0.52583	0.050336	0.034923	0.005247	0.006113	0.034184	0.269392	0.125661	0.005538	0.22948	0.207175	0.002176	0.000812	0.214578
FCMP.c-16.4644	0.138458	0.096367	0.346986	0.167491	0.141805	0.145846	0.001401	0.003396	0.136843	0.001239	0.022027	0.018796	0.130291	0.018849	0.023768	0.236677	0.071711	0.015452	0.174144	0.01025	0.296185	0.306224	0.034345	0.00497	0.058619	0.403301	0.003794	0.100598	0.321701	0.063743	0.114609	0.135289	0.227283	0.297951	0.439712	0.001587	0.261983	0.037728	0.006619	0.077489	0.00502	0.192299	0.184764	0.031799	0.015525	0.12425	0.089296	0.144502	0.090234	0.258688	0.010841	0.011419	0.264059	0.62663	0.201202
FCMP.c-16.544	0.488022	0.32749	0.242154	0.020087	0.454745	0.271877	0.025899	0.085806	0.469771	0.035097	0.352138	0.194924	0.139385	0.310747	0.091601	0.249885	0.027304	0.353243	0.201496	0.093019	0.026577	0.315118	0.029031	0.255159	0.684405	0.032464	0.030698	0.169791	0.024274	0.535089	0.278052	0.333194	0.087683	0.371432	0.077099	0.005322	0.346106	0.483788	0.024232	0.029937	0.223579	0.04709	0.44819	0.120568	0.023921	0.20466	0.578447	0.15382	0.212333	0.16602	0.309841	0.240311	0.016434	0.082455	0.195952
FCMP.c-16.6275	0.154823	0.043942	0.115713	0.079432	0.125502	0.092404	0.019727	0.284738	0.023205	0.030098	0.058518	0.057087	0.051456	0.172805	0.063141	0.145435	0.207169	0.040822	0.045846	0.160406	0.036483	0.061104	0.047685	0.104314	0.096662	0.138518	0.045125	0.04936	0.045976	0.046432	0.042629	0.111302	0.068624	0.072112	0.04258	0.001518	0.040007	0.076126	0.035207	0.0435	0.040949	0.044899	0.147371	0.204702	0.04394	0.179235	0.301516	0.177791	0.147556	0.050477	0.053022	0.089279	0.77248	0.17659	0.052409
FCMP.c-16.6798	0.020178	0.016314	0.048832	0.001537	0.076008	0.0502	0.001039	0.092943	0.001696	0.000459	0.032037	0.348432	0.090407	0.004702	0.004737	0.004123	0.002768	0.001295	0.00173	0.164628	0.000962	0.005805	0.099028	0.727547	0.102095	0.580476	0.157792	0.055971	0.003362	0.625271	0.004425	0.347035	0.01906	0.091648	0.52291	0.000252	0.287373	0.082761	0.021266	0.318416	0.071394	0.163488	0.013059	0.186036	0.011528	0.003001	0.089971	0.00465	0.002856	0.039041	0.013289	0.003419	0.003962	0.003062	0.007842
FCMP.c-22.3689	0.262543	0.457623	0.104101	0.006769	0.368721	0.370999	0.00057	0.020792	0.00128	0.000742	0.052773	0.049609	0.028049	0.086162	0.100862	0.030904	0.02577	0.022216	0.012725	0.018298	0.001195	0.326002	0.028017	0.048124	0.144882	0.015393	0.033459	0.64544	0.21333	0.233876	0.066965	0.049326	0.721469	0.091043	0.584208	0.000154	0.268509	0.095265	0.316177	0.014737	0.032367	0.04531	0.064703	0.039398	0.053715	0.010928	0.031843	0.048946	0.03507	0.206155	0.046846	0.10432	0.115275	0.010776	0.069194
FCMP.c-16.5676	0.1839	0.044234	0.037618	0.014817	0.369204	0.123535	0.015042	0.108776	0.007092	0.015215	0.372363	0.174593	0.027025	0.208986	0.269959	0.255613	0.25571	0.049857	0.001952	0.201937	0.003757	0.560725	0.108614	0.073142	0.17197	0.207775	0.058715	0.111413	0.125882	0.003168	0.123229	0.251098	0.010211	0.019321	0.140638	0.000212	0.170164	0.13617	0.069122	0.069161	0.05984	0.103711	0.058944	0.253268	0.161279	0.579635	0.24546	0.314477	0.312561	0.160637	0.215825	0.053691	0.191625	0.019051	0.221433
FCMP.c-16.8766	0.194198	0.023931	0.341329	0.662578	0.019302	0.017179	0.005406	0.037211	0.005367	0.001848	0.268776	0.103319	0.016669	0.255029	0.013157	0.02079	0.302464	0.013814	0.002541	0.014836	0.003729	0.323755	0.527265	0.011717	0.552505	0.180508	0.047199	0.054735	0.023371	0.183784	0.018621	0.41039	0.520575	0.102748	0.485972	0.000161	0.046398	0.048501	0.070157	0.01347	0.01402	0.070156	0.122865	0.167997	0.051651	0.099948	0.017212	0.019966	0.021419	0.010872	0.843707	0.021017	0.532796	0.010271	0.125247
FCMP.c-16.9021	0.190267	0.007362	0.010909	0.006619	0.09953	0.074683	0.003578	0.067781	0.003082	0.008725	0.008283	0.007817	0.007171	0.00815	0.077107	0.006072	0.007066	0.006594	0.576439	0.010111	0.005752	0.0182	0.006161	0.006677	0.015572	0.008129	0.917305	0.011063	0.004325	0.007578	0.016342	0.007764	0.011968	0.012972	0.022118	0.000271	0.22551	0.008106	0.005628	0.015218	0.007251	0.01387	0.039612	0.016391	0.004165	0.015241	0.00802	0.050783	0.009181	0.015096	0.008123	0.012316	0.014593	0.082547	0.008806
FCMP.c-23.4471	0.315976	0.207902	0.358469	0.179071	0.466067	0.375005	0.016274	0.034885	0.122275	0.775512	0.731426	0.492495	0.32758	0.19129	0.291699	0.047945	0.218645	0.010889	0.004866	0.145714	0.008878	0.168161	0.173307	0.036948	0.394447	0.029234	0.23941	0.104735	0.175976	0.648949	0.207621	0.090303	0.166003	0.301542	0.422006	0.000998	0.42833	0.62489	0.115034	0.034805	0.028894	0.182745	0.271886	0.008758	0.659666	0.100581	0.095547	0.336765	0.120346	0.010337	0.05701	0.344909	0.626581	0.621286	0.704464
FCMP.c-20.3077	0.085239	0.088827	0.080685	0.039154	0.158581	0.151947	0.00147	0.008596	0.000746	0.007689	0.034972	0.068439	0.099952	0.165734	0.153757	0.043964	0.0042	0.006097	0.001329	0.30437	0.009605	0.011181	0.037144	0.239159	0.094901	0.153024	0.11064	0.201723	0.002498	0.064368	0.038973	0.37192	0.020578	0.11861	0.780741	0.001183	0.032187	0.018987	0.002674	0.003842	0.108476	0.451452	0.079125	0.031133	0.014462	0.01002	0.01745	0.203611	0.04964	0.004561	0.531053	0.109498	0.003869	0.834721	0.41017
FCMP.c-16.4712	0.090611	0.028387	0.66461	0.004628	0.005082	0.007555	0.00055	0.00134	0.004656	0.001886	0.074263	0.00697	0.025406	0.031346	0.00503	0.010384	0.006916	0.018234	0.000989	0.008634	0.001125	0.546565	0.046774	0.004349	0.077343	0.489559	0.127549	0.063147	0.075251	0.009467	0.022426	0.037204	0.155081	0.68891	0.008171	0.000459	0.046026	0.044239	0.004585	0.030981	0.005581	0.005923	0.140091	0.078576	0.006336	0.009504	0.031493	0.104056	0.126456	0.004636	0.004453	0.008463	0.008382	0.001786	0.532249
FCMP.c-16.5993	0.125259	0.618136	0.329568	0.004513	0.008207	0.008195	0.001019	0.002888	0.001328	0.000552	0.095055	0.012664	0.012712	0.007534	0.033603	0.014317	0.007135	0.007572	0.002325	0.006451	0.000697	0.21898	0.016614	0.005358	0.013644	0.011978	0.229199	0.238027	0.01151	0.010858	0.009949	0.0188	0.031708	0.018986	0.009649	8.6e-05	0.045783	0.751086	0.012991	0.020345	0.005263	0.098755	0.308127	0.546518	0.026546	0.022817	0.009986	0.017508	0.01696	0.005066	0.007945	0.020542	0.004945	0.00168	0.027653
FCMP.c-16.4722	0.586101	0.277107	0.107847	0.017197	0.364922	0.213055	0.904294	0.055399	0.559528	0.030227	0.242495	0.236113	0.661277	0.059427	0.388455	0.281566	0.064385	0.033617	0.051413	0.522407	0.021416	0.146476	0.100902	0.23781	0.12469	0.084489	0.099254	0.659922	0.732443	0.443457	0.251398	0.088732	0.155331	0.043969	0.029241	0.000466	0.121366	0.372595	0.553144	0.088899	0.306084	0.46415	0.277526	0.087649	0.161185	0.060041	0.05209	0.074451	0.070417	0.549756	0.073315	0.340224	0.461737	0.037612	0.03076
FCMP.c-16.6125	0.29287	0.241999	0.134875	0.098359	0.504043	0.439958	0.25166	0.812338	0.011446	0.681131	0.495431	0.007871	0.009917	0.329943	0.180157	0.045082	0.027086	0.774385	0.444533	0.280206	0.140425	0.298816	0.054915	0.058198	0.063788	0.040994	0.048916	0.03707	0.006556	0.306978	0.143655	0.302952	0.183311	0.124884	0.25084	0.000365	0.101769	0.395129	0.289655	0.014551	0.141646	0.011338	0.165716	0.08546	0.025005	0.072878	0.309728	0.034285	0.116242	0.589266	0.680386	0.08829	0.012178	0.010679	0.05136
FCMP.c-20.8200	0.064264	0.265623	0.179653	0.064925	0.36431	0.412737	0.001184	0.057848	0.020874	0.016152	0.185109	0.020215	0.13888	0.115672	0.053121	0.016314	0.11185	0.038876	0.008736	0.194541	0.02293	0.225154	0.090161	0.039559	0.100079	0.166189	0.073956	0.087682	0.013516	0.036067	0.117736	0.093453	0.203603	0.065797	0.053689	7.4e-05	0.059582	0.205345	0.056472	0.074998	0.047856	0.110296	0.043656	0.065175	0.121131	0.124878	0.072387	0.105664	0.031789	0.021969	0.048041	0.132052	0.18264	0.60852	0.060373
FCMP.c-21.3315	0.020885	0.042341	0.043322	0.002268	0.113847	0.087933	0.441538	0.142943	9.8e-05	0.004957	0.087696	0.504805	0.0431	0.013064	0.012801	0.020656	0.08712	0.00291	0.000104	0.412036	0.000387	0.051687	0.186123	0.05914	0.029536	0.029205	0.85069	0.022209	0.263053	0.019444	0.311147	0.026467	0.04071	0.023989	0.013618	0.000124	0.05669	0.044611	0.016498	0.020844	0.019815	0.013339	0.033826	0.027802	0.06863	0.000787	0.012633	0.0023	0.016724	0.001405	0.070412	0.663283	0.000299	0.00183	0.613751
FCMP.c-20.7452	0.301567	0.041297	0.12459	0.014517	0.624991	0.676189	0.009437	0.070904	0.116888	0.007406	0.138209	0.042669	0.084835	0.029936	0.035768	0.038525	0.337505	0.024737	0.011559	0.028088	0.011055	0.184709	0.161737	0.189742	0.127028	0.323764	0.024139	0.099528	0.02966	0.045624	0.087402	0.047614	0.080308	0.101515	0.019965	0.000146	0.204124	0.047207	0.022009	0.155498	0.235343	0.044685	0.124049	0.02301	0.021863	0.034388	0.069055	0.126014	0.025179	0.048186	0.033885	0.039861	0.026089	0.014155	0.188649
FCMP.c-20.8458	0.024795	0.007972	0.104698	0.002932	0.004419	0.004126	0.000724	0.006383	0.003756	0.001711	0.159991	0.005347	0.325077	0.16218	0.198	0.599071	0.005181	0.435107	0.002863	0.006896	0.004524	0.367553	0.145337	0.496102	0.132438	0.006722	0.002763	0.19197	0.294957	0.045146	0.07203	0.046026	0.42346	0.194924	0.048668	0.000539	0.144108	0.194852	0.192314	0.003986	0.005131	0.086456	0.078666	0.005387	0.140375	0.007857	0.063413	0.278364	0.078861	0.016491	0.0058	0.196816	0.00333	0.00608	0.432207
FCMP.c-16.7358	0.487964	0.167572	0.006866	0.002682	0.004849	0.006088	0.000227	0.22032	0.004411	0.000956	0.533608	0.083574	0.004152	0.004391	0.063888	0.003454	0.004296	0.028989	0.001283	0.003585	0.002231	0.742349	0.003509	0.058618	0.006172	0.003421	0.272607	0.39848	0.004409	0.004087	0.005322	0.007711	0.225382	0.028607	0.340232	0.000253	0.007456	0.013917	0.004086	0.133293	0.408871	0.005268	0.008789	0.375582	0.008813	0.002994	0.234414	0.157708	0.003968	0.08491	0.800997	0.189584	0.003579	0.00245	0.521037
FCMP.c-18.922	0.371991	0.006345	0.003284	0.004006	0.341129	0.2407	0.002385	0.005532	0.001784	0.006619	0.247825	0.003396	0.119972	0.005873	0.006311	0.005944	0.004436	0.003612	0.757452	0.005877	0.006591	0.21961	0.00368	0.003057	0.016967	0.004817	0.004613	0.075406	0.003744	0.006118	0.074805	0.005264	0.062512	0.026226	0.077482	0.000174	0.714732	0.007997	0.111845	0.00281	0.004286	0.005088	0.012024	0.410424	0.005543	0.005892	0.006675	0.006467	0.00563	0.052559	0.016671	0.453378	0.004372	0.004136	0.106966
FCMP.c-19.3649	0.187274	0.154487	0.02709	0.001061	0.118216	0.069667	0.841075	0.438354	0.000643	0.048476	0.062885	0.460808	0.195809	0.048849	0.172895	0.138818	0.102814	0.231197	0.000985	0.273963	0.001391	0.098626	0.154216	0.25241	0.038788	0.107136	0.211341	0.186546	0.003058	0.346179	0.513178	0.206705	0.087449	0.16439	0.062721	9.1e-05	0.182147	0.203975	0.156617	0.348567	0.073941	0.122249	0.146421	0.139767	0.141116	0.167765	0.170128	0.130762	0.038703	0.020213	0.07624	0.234633	0.003585	0.07729	0.116513
FCMP.c-16.4748	0.08432	0.03511	0.053823	0.00226	0.022448	0.021914	0.008566	0.022784	0.001243	0.002174	0.182516	0.010305	0.358484	0.329967	0.09802	0.393054	0.007206	0.260872	0.002645	0.00577	0.002334	0.106784	0.269754	0.592618	0.064293	0.048385	0.081565	0.283558	0.002182	0.034407	0.078446	0.061237	0.05042	0.134562	0.020566	1.4e-05	0.062691	0.368086	0.005641	0.222146	0.60601	0.266832	0.269614	0.02366	0.005409	0.136867	0.019683	0.396446	0.340255	0.026976	0.025266	0.024259	0.003741	0.008877	0.087946
FCMP.c-16.8576	0.349724	0.381608	0.025005	0.049675	0.004024	0.003682	0.001065	0.012893	0.002828	0.011355	0.080102	0.010605	0.003709	0.001659	0.003116	0.010923	0.058192	0.142087	0.001461	0.003511	0.003327	0.282495	0.008778	0.01627	0.020237	0.006805	0.073092	0.063607	0.009837	0.748548	0.002761	0.011663	0.147461	0.250055	0.003351	0.000523	0.006004	0.04606	0.008557	0.003327	0.013278	0.00462	0.007478	0.277526	0.028939	0.079753	0.063748	0.016428	0.012655	0.183805	0.362001	0.186475	0.007485	0.194198	0.221442
FCMP.c-18.2568	0.093847	0.09201	0.014592	0.735714	0.236344	0.175295	0.026853	0.082243	0.0282	0.091269	0.024991	0.06762	0.149842	0.062992	0.044011	0.030311	0.085025	0.017945	0.029219	0.463691	0.045309	0.06795	0.021069	0.032932	0.062519	0.083993	0.113407	0.021933	0.016793	0.291877	0.083481	0.251421	0.022774	0.13546	0.083051	0.000391	0.013509	0.018449	0.014368	0.040329	0.054385	0.176576	0.075564	0.286505	0.014906	0.112618	0.39023	0.067731	0.325333	0.026002	0.08011	0.021407	0.136405	0.243596	0.0878
FCMP.c-16.4109	0.05312	0.080203	0.081997	0.286247	0.13326	0.055363	0.041544	0.030589	0.001128	0.283895	0.022038	0.249641	0.044057	0.016765	0.048073	0.0053	0.854272	0.024816	0.324626	0.093513	0.236546	0.020206	0.047548	0.077408	0.04594	0.036455	0.036975	0.061419	0.02696	0.206918	0.27385	0.197179	0.017295	0.054909	0.042837	0.000412	0.011383	0.041347	0.046728	0.123289	0.0445	0.017594	0.033494	0.012633	0.020629	0.012557	0.103975	0.092809	0.02293	0.118364	0.021477	0.08031	0.019821	0.014095	0.014903
FCMP.c-16.4769	0.388883	0.213514	0.194301	0.283279	0.195878	0.192256	0.001453	0.006308	0.023291	0.133221	0.188084	0.007581	0.071821	0.043749	0.231849	0.546935	0.080113	0.047853	0.019081	0.142011	0.429559	0.196148	0.024307	0.159229	0.046701	0.075879	0.012603	0.422324	0.006393	0.128916	0.03228	0.235727	0.288672	0.188859	0.556137	0.000705	0.246697	0.054331	0.018938	0.125349	0.083691	0.27951	0.0527	0.429305	0.025623	0.042375	0.105968	0.143525	0.074282	0.037572	0.299158	0.124	0.093658	0.03158	0.388203
FCMP.c-17.2633	0.049821	0.306318	0.588648	0.086607	0.026548	0.026196	0.001538	0.003483	0.006461	0.00402	0.790231	0.018486	0.45308	0.013917	0.036737	0.020034	0.246897	0.022183	0.003428	0.006244	0.041806	0.041556	0.026162	0.024982	0.133587	0.211619	0.011713	0.03413	0.014089	0.01892	0.024601	0.107955	0.100552	0.150388	0.0333	0.000664	0.075434	0.0625	0.033175	0.022797	0.015816	0.220633	0.058214	0.085057	0.025347	0.163754	0.550047	0.019938	0.052984	0.035699	0.067347	0.092042	0.01069	0.005444	0.099818
FCMP.c-17.831	0.256637	0.025426	0.027352	0.013509	0.261476	0.164893	0.118051	0.236159	0.003021	0.010703	0.25205	0.18622	0.039158	0.096749	0.016285	0.018182	0.681046	0.026546	0.018216	0.635366	0.020639	0.069175	0.06428	0.061631	0.045729	0.131819	0.270946	0.431131	0.13822	0.111061	0.068039	0.400481	0.108202	0.208522	0.014372	0.000402	0.079147	0.073293	0.492852	0.027498	0.138832	0.12349	0.032672	0.202663	0.104524	0.039896	0.027596	0.02674	0.0381	0.028232	0.044266	0.141365	0.009797	0.014231	0.040193
