Bug	10A	11A	12A	13A	14A	15A	16A	17A	18A	19A	1A	20A	21A	22A	23A	24A	25A	26A	27A	28A	29A	2A	30A	31A	32A	33A	34A	35A	36A	37A	38A	39A	3A	40A	41A	42A	43A	44A	45A	46A	47A	48A	49A	4A	50A	51A	52A	53A	54A	55A	5A	6A	7A	8A	9A
FCMP.c-19.5104	0.272289	0.057616	0.038837	0.004666	0.009657	0.0087	0.008687	0.072765	0.002747	0.004128	0.092829	0.010557	0.059288	0.374279	0.748458	0.059822	0.005906	0.003749	0.003762	0.010487	0.001561	0.248789	0.025678	0.401672	0.033753	0.105508	0.011142	0.396278	0.004405	0.225347	0.069131	0.038034	0.103421	0.008909	0.093894	0.000313	0.085082	0.066561	1.847885	0.018961	0.008666	0.03967	0.135327	0.257323	0.042433	0.246989	0.236442	1.002375	0.026081	0.016007	0.010327	0.048592	0.004938	0.006322	0.121373
FCMP.c-21.8316	0.13887	0.059806	0.015097	0.006538	0.018272	0.029213	0.002599	0.006693	0.019502	0.002322	0.518327	0.003734	0.149276	0.003811	0.040352	0.016537	0.008091	0.014047	0.005291	0.00814	0.005046	0.020094	0.010815	0.010562	0.084236	0.0068	0.598878	0.015943	0.00859	0.005418	0.112925	0.005235	0.051398	0.294502	0.117798	0.000224	0.404124	0.422743	0.002509	0.002124	0.00837	0.786383	0.146038	0.521054	0.007311	0.007993	0.004983	0.065398	0.061088	0.00524	1.341669	1.012097	0.007688	0.014568	0.014524
FCMP.c-19.1343	0.077235	0.060731	0.037789	0.102715	1.235348	1.461719	0.001793	0.060416	0.053756	0.059685	0.049047	0.021009	0.01239	0.067001	0.04451	0.206535	0.161434	0.030807	0.04192	0.057337	0.081684	0.071529	0.052222	0.003251	0.065001	0.273619	0.009927	0.082623	0.006444	0.028924	0.050322	0.034185	0.394868	0.066513	0.745875	0.010037	0.144054	0.11938	0.00403	0.020457	0.01344	0.071247	0.05427	0.003568	0.023252	0.023039	0.007033	0.071679	0.011766	0.002851	0.190377	0.02165	0.064384	0.714956	0.265586
FCMP.c-25.2311	0.175994	0.101078	0.001126	0.002151	0.01751	0.021493	0.001475	0.004439	0.000286	0.000337	0.825312	0.019131	0.002399	0.054772	0.040213	0.005049	0.007211	0.01313	0.001593	0.004082	0.001747	0.153188	0.008604	0.005143	0.027215	0.004911	0.005603	1.247998	0.003845	0.473508	0.077007	0.72305	0.182931	0.095577	1.654644	0.001093	1.224073	0.487836	0.010332	0.038191	0.426991	0.183155	0.043251	0.056431	0.86659	0.006476	0.642788	0.561093	0.010603	0.006164	1.130338	0.062032	0.027725	0.0016	0.362017
FCMP.c-15.577	0.312878	0.462894	0.37492	0.263767	0.111263	0.075839	0.016377	0.180555	0.137666	0.010467	1.08552	2.068933	0.831211	1.094386	0.338845	0.273518	0.08075	0.456804	0.049562	0.075311	0.079546	0.727239	0.031744	0.327395	0.133801	0.030858	0.043091	0.111129	0.016119	0.383546	0.023248	0.04989	0.461732	0.622795	0.01796	0.034554	0.790227	0.443984	0.027853	0.111766	0.013437	0.71575	0.334044	2.147493	0.050801	0.83111	0.623598	1.266666	0.913341	1.230143	0.812885	0.054184	0.10623	0.046389	0.346971
FCMP.c-18.3286	0.210987	0.137157	0.240942	0.020759	0.207528	0.164048	0.028475	0.171636	0.007614	0.016771	0.055481	0.275664	0.124639	0.74584	0.663209	0.219704	0.276545	0.15764	0.02383	1.519474	0.061945	0.116799	0.074014	0.283414	0.185451	0.092617	0.114411	0.796086	0.359949	0.127919	0.124654	0.110201	0.098962	0.042994	0.060509	0.002191	0.102511	0.150024	0.315814	0.058132	0.142497	0.335813	0.312746	0.042459	1.71355	0.354111	0.141735	0.368742	0.576433	0.108843	0.599271	0.145963	0.434426	0.02356	0.043156
FCMP.c-20.3935	0.310441	0.194648	0.157923	0.014244	0.094315	0.120562	0.015168	0.004247	0.300392	0.001842	0.214759	0.0188	0.19038	0.032904	0.081328	0.334354	0.018272	0.811131	0.005943	0.037176	0.005446	0.846088	0.149261	0.067061	0.075696	0.089207	0.007073	0.399739	0.027443	0.207462	0.019719	0.255155	0.112394	0.117725	0.176307	0.000417	0.092196	0.438456	0.025054	0.056281	0.188843	0.829881	0.075633	0.06435	0.005986	0.11889	0.050103	0.020177	0.012032	0.245365	0.080113	0.511189	0.192085	0.015999	0.271101
FCMP.c-19.7926	0.003638	0.062678	0.033403	50.394074	0.010226	0.004945	0.02553	0.011279	0.010608	0.047711	0.008639	0.020429	0.008962	0.010681	0.010186	0.005136	0.10389	0.00329	0.241102	0.01118	0.009713	0.005357	0.010833	0.004191	0.010481	0.006973	0.008723	0.003939	0.010329	0.007384	0.006187	0.006215	0.00536	0.005728	0.00387	0.045935	0.00326	0.009635	0.02244	0.014215	0.006158	0.009613	0.009515	0.007545	0.012996	0.010715	0.010665	0.012408	0.016338	0.0101	0.009399	0.162171	0.044322	0.002588	0.006075
FCMP.c-25.2646	0.759267	1.589367	0.297501	0.043843	0.051533	0.066345	0.384916	0.022551	0.050976	0.005453	0.304927	0.154382	0.094879	0.096451	0.17799	0.077396	0.293521	0.049262	0.04247	0.063723	0.008489	0.246659	0.135916	0.288866	0.076777	0.056338	0.093387	0.149207	0.197298	0.180607	0.068321	0.134082	0.728023	0.093988	0.049259	0.000155	0.132223	0.128892	0.127735	0.079656	0.082759	0.125435	0.440494	0.786048	0.165131	0.067622	0.045287	0.107643	0.037362	0.011723	0.094184	0.530255	0.065008	0.018703	0.261617
FCMP.c-16.2902	0.20197	0.134019	0.054909	0.027347	0.085007	0.049642	0.012675	0.812692	0.010275	0.022388	0.277015	0.036327	0.081021	0.06701	0.096245	0.15162	0.076576	0.012965	0.02533	1.742002	0.053583	0.198883	0.125883	0.032733	0.096604	0.026644	0.072839	0.087998	0.121027	0.102265	0.042757	0.059975	0.040928	0.098773	0.060588	2.6e-05	0.078017	0.140888	0.117676	0.034991	0.035048	0.13179	0.147159	0.138051	0.084932	0.082603	0.151612	0.122512	0.167017	0.16724	0.033338	0.801966	0.758783	0.037731	0.311917
FCMP.c-16.7265	0.265464	0.064543	0.122118	0.014253	0.158905	0.200975	0.004364	0.017962	0.020072	0.012173	0.364995	0.041233	0.076745	0.125989	0.107672	0.21586	0.027388	0.223212	0.032996	0.045792	0.014656	0.138086	0.076514	0.059713	0.043309	0.020896	0.017971	0.115839	0.372019	0.086925	0.138053	0.148742	0.645628	0.239749	0.206901	0.000584	0.170166	0.183891	0.042889	0.026756	0.123028	0.055546	0.087159	0.022204	0.325298	0.029648	0.01872	0.061634	0.050865	0.105817	0.091167	0.132935	0.028038	2.179176	0.188113
FCMP.c-25.2889	0.133883	0.164483	0.087366	0.009825	0.048338	0.034749	0.002552	0.03704	0.001287	0.159436	0.015396	0.004361	2.587115	0.007454	0.008663	0.027699	0.09459	0.33883	0.007223	0.065912	0.32828	0.163695	0.01656	0.024137	0.041809	1.178095	0.106365	0.039998	0.008548	0.011207	0.011726	0.028521	0.012784	0.028252	0.216165	5.5e-05	0.034265	0.065281	0.005526	0.012606	0.014856	0.010259	0.113133	0.005819	0.007995	0.029905	0.038429	0.011501	0.014895	0.020368	0.015781	0.920399	0.672699	0.138379	0.266949
FCMP.c-20.6118	0.46417	0.185991	0.657293	0.502352	0.018151	0.029586	0.006666	0.274879	0.119317	0.002105	0.202976	0.00741	0.163071	0.07382	0.014085	0.023442	0.07491	0.415601	0.01777	0.159597	0.116074	0.105996	0.287439	0.084131	0.328239	0.06856	0.854278	1.74656	0.105149	0.006937	0.177026	0.604614	0.873307	0.030339	0.111976	0.000657	0.222654	0.050743	0.972873	0.653761	0.547918	0.0324	0.027833	0.195595	0.279729	0.304604	0.060577	0.622019	0.049826	0.145503	0.115611	0.03381	0.392345	0.004268	0.11264
FCMP.c-25.2893	0.188488	0.392609	0.906315	0.415255	0.047466	0.069534	0.005759	0.482398	0.060544	0.014617	0.179583	0.145896	0.238929	0.184509	0.02478	0.726976	0.060244	2.224197	0.040133	0.031518	0.025527	0.149435	0.24776	0.075312	0.396794	0.517121	0.466335	0.10243	0.157911	0.03268	0.028573	0.23871	0.063004	0.33333	0.848142	0.00129	0.148128	0.093604	0.010957	0.274507	0.685011	0.032645	0.161001	0.025658	0.022208	0.040235	0.016902	0.102384	0.023805	0.271995	0.068464	0.043587	0.046802	0.064119	0.12321
FCMP.c-15.7557	0.021156	1.428975	0.132387	0.053949	0.04153	0.0416	0.020884	0.037006	0.00701	0.03315	0.039017	4.931922	0.04774	0.053738	0.074573	0.009506	0.018496	0.027909	0.012035	0.053906	0.022243	0.056954	0.059464	0.022125	0.036715	0.024414	0.071277	0.028633	0.062346	0.053948	0.031054	0.037333	0.07134	0.040306	0.040869	0.000294	0.021958	0.036533	0.066617	0.039535	0.029136	0.058788	0.062096	0.032232	0.058618	0.025089	0.040019	0.055867	0.029451	0.02238	0.035002	0.023516	0.01991	0.027841	0.025987
FCMP.c-19.8147	0.666457	0.610184	0.486265	0.514555	0.938198	1.065125	0.013259	0.116572	0.506049	0.315812	0.707644	0.063404	0.757372	0.502779	0.951848	0.341914	0.320787	0.277583	0.01433	0.368371	0.13653	1.340051	0.203192	0.155911	0.464868	0.52477	0.357372	0.655559	0.22867	0.127101	0.248603	0.232562	0.984885	0.542384	1.859575	0.001351	0.915932	0.91198	0.348133	0.139039	0.461262	0.420511	0.352623	0.318604	0.776083	0.359184	0.247387	0.267422	0.235141	0.09016	0.231786	0.28394	0.207439	0.823619	0.681339
FCMP.c-23.2949	0.038562	0.170954	0.061973	2.655736	0.046829	0.03014	0.14912	0.029283	0.003187	0.003601	0.220672	0.092693	0.109496	0.08402	0.042778	0.003903	0.317069	0.441234	0.044442	0.156663	0.557113	0.063175	0.933471	0.202279	0.209884	0.113891	0.039557	0.288366	0.007404	0.233729	0.192107	0.409884	0.13865	0.311627	0.188866	0.009448	0.057139	0.223436	0.109806	0.200037	0.184513	0.14499	0.217534	0.054705	0.169465	0.022714	0.089899	0.007636	0.007143	0.419859	0.590222	0.208213	0.129096	0.13221	0.14179
FCMP.c-18.7212	1.50431	0.087858	0.715824	1.342161	0.06606	0.067238	0.018436	0.011289	0.006541	0.00513	1.130761	0.054703	1.256677	0.356911	0.132205	0.035801	0.372103	0.084009	0.008066	0.336155	0.02133	0.872754	0.755015	1.154654	0.538128	0.874491	0.008977	0.373166	1.079382	0.841383	0.764918	0.690381	1.386926	1.286735	0.079975	2.5e-05	0.374495	0.248554	1.153853	0.971344	0.086289	0.040688	0.10417	0.093892	0.028296	0.075145	0.914869	0.743068	0.258429	0.133141	0.109919	0.058915	0.377975	0.070244	0.160063
FCMP.c-25.3139	0.832768	1.064716	2.064771	3.276059	0.913132	1.320346	0.834808	1.106497	0.781922	0.623049	1.743136	1.806649	3.161888	1.59054	1.245021	2.395362	7.40841	1.399407	0.00929	0.842157	0.559776	0.917007	1.488718	4.390139	2.931698	2.078205	2.445114	1.354069	0.63675	2.49663	1.264308	1.841688	2.477479	1.79818	1.771678	0.002036	2.006287	1.574266	2.095392	3.038592	0.807395	2.277384	1.220514	0.511958	4.675672	0.797188	0.903512	0.607958	1.118426	0.376734	1.144634	1.023461	2.524907	3.136005	2.150352
FCMP.c-18.7537	0.21252	0.066502	0.022241	0.023325	0.051958	0.05142	0.007295	0.015207	0.074482	0.008256	0.166751	0.011724	0.342788	0.022105	0.034564	0.059954	0.030467	2.96303	0.015266	0.030453	0.015451	0.050714	0.091149	0.025402	0.120704	0.039672	0.024135	0.345138	0.144053	0.02457	0.020445	0.025902	0.094944	0.218013	0.03396	0.002038	0.180971	0.116836	0.255774	0.03904	0.163394	0.069877	0.065128	0.031388	0.408888	0.042514	0.075551	0.039755	0.024292	0.256588	0.061353	0.045833	0.016279	0.019059	0.029963
FCMP.c-27.6662	0.1317	0.366814	0.034497	0.095552	2.680978	2.828997	0.00625	0.050589	0.004891	0.023969	0.023957	0.141678	0.024291	0.025038	0.267882	0.02487	0.778168	0.078504	0.025098	0.301867	0.038778	0.034823	0.038343	0.028634	0.03181	0.065491	0.05113	0.02862	0.047545	0.054098	0.692001	0.029147	0.026266	0.03498	0.040502	0.512165	0.043352	0.029553	0.042284	0.231204	0.068052	0.026928	0.037655	0.029972	0.0353	0.031293	0.019191	0.021228	0.1319	0.034133	0.029052	0.609895	0.045651	0.052963	0.103788
FCMP.c-25.3212	0.669176	0.094373	0.563367	0.033182	0.010284	0.014481	0.026987	0.050085	0.018781	0.009775	0.258902	0.159171	0.039909	0.463145	0.030308	0.056266	0.852938	1.601471	0.082219	0.370254	0.106816	0.644202	0.364597	0.506624	0.190716	0.303968	0.089061	0.653449	0.008542	0.05973	0.012799	0.32661	0.356001	0.066367	0.488954	0.000893	0.157777	0.143237	0.279359	0.382787	0.041301	0.154876	0.242931	0.031885	0.339329	0.188614	0.038366	0.070151	0.022044	0.318591	0.0375	0.070471	0.08288	0.799034	0.39803
FCMP.c-27.718	0.485726	0.184847	0.422934	0.045595	0.223795	0.28569	0.000598	0.01494	0.303077	0.004211	0.461263	0.00254	0.294582	0.156028	0.06471	0.587245	0.202952	0.004926	0.002588	0.090662	0.0026	0.555256	0.154533	0.00247	0.192021	0.010023	0.150479	0.209523	0.079493	0.083782	0.061303	0.404804	0.152737	0.088855	0.044624	4.3e-05	0.333652	0.166376	0.098383	0.036249	0.003128	0.125822	0.076337	0.070479	0.170707	0.162719	1.012069	0.658667	0.46855	0.093472	0.350835	0.462122	0.1169	0.022555	0.927327
FCMP.c-25.3213	0.465021	0.02489	0.030285	0.065507	0.018159	0.021484	6.7e-05	0.026038	0.000106	0.000555	1.302728	0.008748	0.030704	0.141496	0.49439	0.34614	0.013372	0.000895	5e-06	0.001757	9e-06	1.028293	0.083298	0.015257	0.013961	0.009144	0.052583	0.080299	0.012298	0.796219	0.181055	1.31787	0.0655	1.107457	0.114389	0.000124	1.165198	0.012632	1.6e-05	0.001199	0.004368	0.050223	0.11422	0.125658	0.002117	0.001822	0.05833	0.013425	0.446404	0.08111	0.32029	0.437869	0.004598	0.008588	0.412017
FCMP.c-16.8555	0.516602	0.292451	0.143668	0.340198	0.703345	0.507763	0.312168	0.277408	0.213021	0.443431	0.293725	0.266177	0.675723	0.312804	1.011711	0.391984	0.182298	0.183506	0.329224	0.500195	0.384918	0.525138	0.294212	0.37569	0.670755	0.173581	0.332545	0.756065	0.033658	0.425742	0.470711	0.246279	0.320701	0.232902	0.188035	0.004749	0.243721	0.223266	1.032545	0.496712	0.096279	0.385657	0.659534	0.928241	2.442146	0.238237	1.753402	0.813354	0.31475	0.579649	1.387621	0.176284	0.102461	0.425698	0.310518
FCMP.c-27.5862	0.287555	0.037134	0.04967	0.01454	3.37009	3.645707	0.000361	0.0029	7e-06	0.093613	0.223969	1.646602	0.080026	0.011731	0.098014	0.00663	0.008139	0.117939	9.9e-05	0.000839	0.056263	0.120692	0.035817	0.444087	0.508194	1.123066	0.010683	0.098875	0.002718	0.6594	0.542073	0.353778	1.260072	0.427918	0.039411	0	0.034342	1.238201	3.3e-05	0.015354	3.294338	0.013933	0.033196	0.403446	0.001202	0.005612	0.014547	0.012322	0.014761	0.012478	0.242586	3.090781	2.548219	0.491971	0.013388
FCMP.c-27.6276	0.092536	0.078677	0.063107	0.048753	0.239354	0.137734	0.635951	0.428013	0.084259	0.131522	0.030278	0.333456	0.123086	0.069619	0.147435	0.034412	0.185799	0.163517	0.243697	0.539271	0.313041	0.047476	0.041468	0.103748	0.050268	0.078704	0.174788	0.142885	0.009624	0.399315	0.097018	0.101335	0.038026	0.019526	0.049099	0.000812	0.02498	0.057183	0.044917	0.164829	0.073269	0.148638	0.101203	0.430057	0.08464	0.32237	0.724097	0.317879	0.3078	1.723651	0.33169	0.211193	0.284459	0.094117	0.034681
FCMP.c-27.6943	0.038378	0.552598	0.253884	0.11969	0.222311	0.259045	0.011133	0.070982	0.678312	0.387097	0.382041	0.006321	0.571449	0.020421	0.290841	0.165786	0.017608	0.062107	0.004416	0.000466	0.228636	0.389574	0.386106	0.385722	0.501345	0.340631	0.016207	0.307825	0.352958	0.410382	0.478218	0.236304	0.484543	0.16959	0.518949	0.00066	0.411563	0.176897	0.076136	0.126822	0.561043	0.136148	0.13612	0.048347	0.116783	0.054778	0.34079	0.118232	0.009978	0.305991	0.179898	0.058502	0.618953	1.066511	0.126653
FCMP.c-18.1544	0.013493	0.300035	2.156956	26.522831	0.003835	0.003548	0.033261	0.000145	0.000327	0.004214	0.002913	0.95603	0.029742	0.013612	0.017559	0.000659	0.405744	0.000355	0.039388	0.113251	0.002299	0.00247	0.002297	0.000289	0.013308	1.529418	0.505359	0.006499	0.52624	0.002252	0.004459	0.000423	0.004239	0.002064	0.004615	0.020156	0.001889	0.559853	0.001323	0.000711	0.000307	0.002226	0.001828	0.002679	0.000554	0.000481	0.001306	0.000831	0.052519	0.003194	0.000801	1.445337	0.000773	0.000348	0.002104
FCMP.c-15.5925	0.02203	0.185321	0.061413	0.021635	0.028348	0.034797	0.006101	0.011377	0.021609	0.00498	0.024636	0.012035	0.031867	0.016072	0.018392	0.054171	4.940785	0.019945	0.009817	0.010966	0.004698	0.02551	0.023915	0.01931	0.01669	0.035124	0.020422	0.019109	0.009162	0.010353	0.011818	0.012414	0.041635	0.030444	0.025325	0.004828	0.020276	0.031218	0.017926	0.013211	0.280976	0.020977	0.085428	0.006536	0.011026	0.020022	0.106958	0.032772	0.040455	0.011913	0.224868	0.022615	0.040856	0.017637	0.024874
FCMP.c-30.303	0.725161	0.368277	0.18214	0.097889	0.247555	0.199101	0.155551	0.421426	0.059095	0.081767	0.997671	0.195724	0.491387	0.448049	0.625529	0.295263	0.171357	0.108535	0.053324	0.471169	0.625172	1.751732	0.366474	0.227635	0.5726	0.302639	0.194623	0.769305	0.362359	0.404727	0.661884	0.665875	0.517157	0.56996	0.558811	0.006867	0.575128	0.659345	0.483771	0.242723	0.34426	0.303376	0.405819	0.606827	0.6182	0.338808	0.458769	0.606472	0.506372	0.466669	0.372775	0.160599	0.096621	0.41868	0.453955
FCMP.c-21.8248	0.866897	0.183746	0.427955	0.145304	0.100343	0.138837	0.009967	0.090154	0.294596	0.021511	0.690727	0.100469	0.180432	0.846509	0.43317	0.124274	0.302291	0.210516	0.008859	0.155698	0.006018	0.165491	0.105054	0.090198	0.159631	0.177408	0.07192	0.097811	0.244649	0.130156	0.149417	0.161335	0.325898	0.256303	0.096356	0.001259	1.798129	0.166558	0.303119	0.848714	0.089568	0.098837	2.04224	0.098581	0.061459	0.30778	0.08539	2.006852	0.364356	0.036376	0.096803	0.119586	0.147668	0.27865	0.117728
FCMP.c-27.6016	0.023173	0.037025	0.161165	0.005657	0.012225	0.009707	0.019065	0.016972	0.016022	0.002964	0.107191	0.014931	0.017971	0.945677	0.023599	0.031409	0.012804	0.01066	0.003766	0.015072	0.003091	0.060077	0.022687	0.009571	0.635118	0.014198	0.0165	0.026162	0.012265	0.056001	0.076091	0.067884	0.017057	0.501957	0.021081	2.1e-05	0.041063	0.1446	0.009734	0.575798	0.030122	0.141531	0.04445	0.101538	0.008351	0.69797	0.038607	0.467656	1.758096	0.019714	0.090968	0.00968	0.013244	0.00502	0.011564
FCMP.c-27.6307	0.168176	0.216593	0.117979	0.11699	0.126941	0.076043	0.018027	0.269081	0.133246	0.00668	0.780692	0.155116	0.112462	0.184248	0.32509	0.049119	0.344747	0.034759	0.009545	0.257099	0.041781	0.5505	0.036156	1.321254	0.262671	0.018835	0.020957	0.087987	0.032841	1.656044	0.049339	0.601023	0.442657	0.354207	0.10606	0.006003	0.132307	0.937567	0.059068	0.293646	0.047014	0.652039	0.280577	0.446305	0.037877	0.222134	0.358638	0.272569	0.647506	0.134509	0.311565	0.139725	0.182965	0.154912	0.347238
FCMP.c-27.7276	0.631309	1.281874	1.715284	0.005405	1.288789	1.549139	0.004808	3.065923	0.009024	0.005065	1.377329	0.01869	1.882795	0.279325	0.434832	3.392887	0.093175	0.02181	0.019832	0.151457	0.008153	0.889897	0.013064	2.243723	0.373749	0.024081	0.052279	0.014689	0.006609	0.421478	0.227548	0.349525	1.233556	0.381104	0.465629	0.000799	0.016534	0.036482	0.004856	0.340987	0.086396	3.098416	2.017813	1.38339	0.008829	1.107918	1.368436	0.777551	1.112273	0.010133	0.049694	0.160666	0.608223	0.031284	0.926452
FCMP.c-23.2017	0.06353	0.10881	0.362579	0.081855	0.054634	0.039438	0.099435	0.841515	0.045055	0.160817	0.158831	0.991492	0.249804	0.176787	0.198098	0.11236	0.017152	0.021923	0.021503	0.032095	0.064604	0.121788	0.16415	0.420294	0.294243	0.165014	0.098472	0.23918	0.031505	0.135134	0.068941	0.14186	0.152162	0.114739	0.077389	0.004739	0.087451	0.079472	0.305871	0.489399	0.129224	0.362929	0.1727	0.327207	0.245288	0.218855	0.648737	0.340624	0.566317	0.087162	0.172824	0.033422	0.032154	0.037571	0.057524
FCMP.c-27.7379	0.268751	0.521122	0.224043	0.163937	0.058685	0.083213	0.000859	0.218665	3.099786	0.113205	0.230411	0.162069	0.071835	1.023165	0.005824	0.15388	0.812824	0.266535	0.441542	0.076865	1.783049	0.379744	0.039724	0.251803	0.043983	0.287725	0.027864	0.085262	0.556786	0.040517	0.367609	0.164858	0.671455	0.195085	0.163064	0.005037	0.40821	0.207851	1.852839	0.068415	0.063579	0.020537	0.312376	0.003336	0.009178	0.0186	0.286126	0.076291	0.074655	0.025307	0.33778	0.016259	0.912395	0.972134	0.262455
FCMP.c-21.7430	0.003255	0.86679	11.076272	0.280215	0.00707	0.005792	0.018881	0.009229	0.009147	0.004018	0.009635	0.170764	0.025419	0.025462	0.027344	0.00932	0.009187	0.007021	0.00998	0.00788	0.008888	0.010062	0.010109	0.006431	0.009294	0.009309	0.020879	0.010307	0.020554	0.013998	0.014612	0.015264	0.015068	0.011023	0.006465	0.003231	0.003246	0.013166	0.081325	0.058474	0.01549	0.025159	0.014199	0.042331	0.072838	0.034963	0.011155	0.040409	0.044602	0.007743	0.027466	0.015819	0.015173	0.014074	0.003665
FCMP.c-27.7433	0.440176	0.187778	0.261097	0.07388	0.703944	0.397528	0.011128	0.066365	0.012888	0.053484	0.174354	0.259839	0.13377	0.07324	0.064883	0.214845	0.107108	0.04631	0.02317	0.116431	0.080695	0.157738	0.054753	0.227966	0.135822	0.258989	0.891248	0.123828	0.035747	0.195026	0.467912	0.151439	0.236552	0.259308	0.098616	8.1e-05	0.367939	0.223771	0.017905	0.124917	0.049335	0.443133	0.134901	0.116545	0.029572	0.221951	0.397062	0.231172	0.446511	0.047226	0.240209	0.091944	1.087067	0.119042	0.258678
FCMP.c-17.1895	0.036323	0.105458	0.133594	0.140967	0.119989	0.115038	0.015371	0.059961	0.008026	0.02969	0.041991	0.040513	0.226693	0.347989	0.382384	0.0899	0.014314	0.140559	0.020225	0.023437	0.020909	0.071229	0.018911	0.126836	0.538202	0.171889	0.022534	0.034984	0.025569	0.129626	0.014722	0.016244	0.035143	0.102222	0.27074	0.000538	0.020752	0.105173	0.021755	0.025753	0.018582	0.315209	0.299256	0.11968	0.021596	0.327796	1.420399	0.047415	0.644523	0.232814	0.356748	0.010977	0.013536	0.013634	0.124148
FCMP.c-27.7441	0.009988	0.304951	0.011693	0.002796	0.016556	0.012467	0.103164	0.001892	0.001783	0.00368	0.007853	2.847534	0.003804	0.003816	2.741471	0.002008	0.006431	0.006084	0.000244	0.154105	0.004387	0.007901	0.008643	0.119682	0.008189	0.001887	0.00126	0.860749	0.003095	0.885658	0.626638	0.026587	0.007753	0.008156	0.002893	4.5e-05	0.002772	0.004489	0.004848	0.005002	0.008023	0.00559	0.008306	0.006814	0.009637	0.004211	0.005837	0.009811	0.76793	0.008812	0.006387	1.279292	0.001857	0.003272	0.004304
FCMP.c-20.5568	0.403184	0.929771	0.248672	0.179839	0.133309	0.153472	0.355251	0.103661	0.353513	0.074031	0.250337	0.153377	0.496901	0.180907	0.185187	0.645651	0.271501	3.303596	0.094618	0.25506	0.075841	0.244515	0.633099	0.314509	0.316941	0.342954	0.263943	0.596613	0.430954	0.150279	0.500539	1.064905	0.763879	0.920054	0.292367	0.000741	0.308246	1.435973	0.535483	0.286748	0.225048	0.188462	0.215344	0.210777	0.460208	0.165842	0.147903	0.143479	0.20451	0.946082	0.117346	2.427453	0.138456	0.23018	0.318549
FCMP.c-30.4065	0.181086	0.085181	0.011986	0.01437	0.00817	0.010396	0.005487	0.01073	0.463058	0.20609	0.189204	0.012014	0.005882	0.014954	0.04687	0.435917	0.626641	5.335271	0.010741	0.04012	0.022017	0.013106	0.005667	1.039228	0.021102	0.437074	0.398849	0.145734	0.006822	0.111001	0.05628	0.356205	0.048758	0.019283	0.096349	0.000311	0.009297	0.072697	0.00845	0.045451	0.170624	0.016445	0.137411	0.68903	0.002968	0.009642	0.045248	0.111456	0.105222	0.027739	0.491953	0.006128	0.011461	0.017982	0.016697
FCMP.c-22.3342	0.113607	0.045228	0.052083	0.01759	0.020032	0.020709	0.020971	0.103	0.083494	0.006863	0.182869	0.025599	0.019155	0.05068	0.065731	0.37758	3.497866	1.32923	0.017472	0.071286	0.042639	0.176752	0.021483	0.0392	0.064626	0.015397	0.014954	0.106817	0.013658	0.043947	0.018534	0.017059	0.114922	0.106653	0.093376	0.000139	0.08412	0.098442	0.011361	0.020727	0.013696	0.17696	0.101261	0.08432	0.017295	0.033443	0.098869	0.010126	0.069564	0.052597	0.100918	0.266324	0.011801	0.011841	0.382187
FCMP.c-23.5229	1.02528	0.588365	0.745549	0.384764	3.244413	2.812238	0.035134	0.490829	0.293545	0.235634	0.336123	0.856973	0.618803	0.102167	1.408822	1.17477	1.533574	1.595019	0.004259	0.840661	0.044971	0.376845	1.543098	3.643076	1.926396	2.217866	0.618395	1.583216	0.482529	7.248058	2.59946	1.614377	0.31055	0.985046	1.850502	0.002688	1.639897	1.096937	2.330238	1.177777	2.307168	2.486249	1.196656	0.737297	1.71464	2.624183	0.715471	0.617755	0.946553	0.048897	0.81828	0.328429	0.470588	2.449024	0.338777
FCMP.c-27.7828	0.606784	0.044593	0.488203	0.016397	0.042057	0.048134	0.0225	1.111688	0.011696	0.015917	0.278323	0.16577	0.328543	0.015807	0.726117	0.024557	0.075861	0.021385	0.020042	0.041329	0.013281	0.130289	0.150433	0.085114	0.025548	0.046062	0.032768	0.74326	0.095393	0.039154	0.018995	0.197538	0.263316	0.045491	0.017953	0.000546	0.215011	0.046982	0.01532	0.53974	0.091078	0.532182	0.114747	0.095452	0.017674	0.037289	0.040928	0.100097	0.033932	0.05579	0.179693	0.038457	0.02219	0.018855	0.878375
FCMP.c-19.8169	0.736385	0.720837	0.449153	0.36278	0.200945	0.221933	0.010792	0.056404	0.616205	0.076626	2.213106	0.088133	0.462927	0.684308	0.261106	0.771829	2.150878	0.158709	0.015546	0.330252	0.139713	0.282835	2.343647	0.569258	0.466795	1.049005	0.13584	0.306885	0.671062	0.068103	1.008214	0.697885	0.249018	0.383433	0.574101	0.000336	1.417556	0.866523	0.312821	0.397828	0.401812	0.343587	0.328396	1.086132	0.380268	0.196578	0.048449	0.11358	0.141756	0.311402	0.197206	0.287961	0.469395	0.042898	2.507241
FCMP.c-27.7850	1.548052	0.841248	0.384483	0.039502	0.435072	0.387397	0.264074	0.171274	0.099491	0.047592	1.360312	0.619925	0.93909	0.298872	0.212219	0.079448	0.269463	0.117517	0.017439	1.658857	0.310904	2.47187	0.43341	0.189492	0.781122	0.246174	0.071325	1.069606	1.209117	0.51023	0.213985	0.604466	0.839689	1.758155	0.178709	0.004331	0.510872	1.149803	0.243737	0.087122	0.348209	0.131437	1.095799	0.102661	0.611012	1.258029	0.078474	0.25089	0.406739	0.122397	0.21549	0.418071	0.47043	0.517943	1.22743
